disk,cpu_id,sequence_number,timestamp,process_id,action,operation,sector_number,request_size,process_name
"8,16",0,125,0.66018772,19171,C,R,632992,256,[0]
"8,16",0,126,0.661267838,19171,C,R,633248,256,[0]
"8,16",3,144,0.670052784,19245,I,R,3681792,256,[java]
"8,16",3,146,0.670060167,19245,D,R,3681792,256,[java]
"8,16",3,147,0.677361093,19172,C,R,3681792,256,[0]
"8,16",3,151,0.677561669,19245,I,R,2813208,256,[java]
"8,16",3,152,0.677565799,19245,D,R,2813208,256,[java]
"8,16",3,154,0.681863374,19172,C,R,2813208,256,[0]
"8,16",3,158,0.681908314,19245,I,R,2813464,256,[java]
"8,16",3,159,0.681911546,19245,D,R,2813464,256,[java]
"8,16",3,164,0.681945292,19245,I,R,2813720,256,[java]
"8,16",3,166,0.681947828,19245,D,R,2813720,256,[java]
"8,16",3,167,0.682976985,19172,C,R,2813464,256,[0]
"8,16",3,168,0.684009732,19172,C,R,2813720,256,[0]
"8,16",3,172,0.686127601,19245,I,R,1841648,256,[java]
"8,16",3,173,0.686133268,19245,D,R,1841648,256,[java]
"8,16",3,175,0.695339928,19172,C,R,1841648,256,[0]
"8,16",3,179,0.695392733,19245,I,R,1841904,256,[java]
"8,16",3,180,0.695396328,19245,D,R,1841904,256,[java]
"8,16",3,185,0.695430985,19245,I,R,1842160,256,[java]
"8,16",3,187,0.69543353,19245,D,R,1842160,256,[java]
"8,16",3,188,0.696416224,19172,C,R,1841904,256,[0]
"8,16",3,189,0.697498613,19172,C,R,1842160,256,[0]
"8,16",3,193,0.699563748,19245,I,R,3693720,256,[java]
"8,16",3,194,0.699569025,19245,D,R,3693720,256,[java]
"8,16",3,196,0.711023937,19172,C,R,3693720,256,[0]
"8,16",3,200,0.711196959,19245,I,R,3234712,256,[java]
"8,16",3,201,0.711200794,19245,D,R,3234712,256,[java]
"8,16",3,203,0.721819515,19172,C,R,3234712,256,[0]
"8,16",3,207,0.721893746,19245,I,R,3234968,256,[java]
"8,16",3,208,0.721897297,19245,D,R,3234968,256,[java]
"8,16",3,213,0.72195378,19245,I,R,3235224,256,[java]
"8,16",3,215,0.721956284,19245,D,R,3235224,256,[java]
"8,16",3,216,0.722891433,19172,C,R,3234968,256,[0]
"8,16",3,217,0.7250994,0,C,R,3235224,256,[0]
"8,16",3,221,0.726601046,19245,I,R,593776,256,[java]
"8,16",3,222,0.726606122,19245,D,R,593776,256,[java]
